"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"League of the South","Greenville","Pitt","North Carolina","League of the South","Neo-Confederate",2000,"Greenville, North Carolina"
"League of the South","Hanover","Hanover","Virginia","League of the South","Neo-Confederate",2000,"Hanover, Virginia"
"League of the South","Hardwick","Baldwin","Georgia","League of the South","Neo-Confederate",2000,"Hardwick, Georgia"
"League of the South","Harrisonburg","Harrisonburg","Virginia","League of the South","Neo-Confederate",2000,"Harrisonburg, Virginia"
"League of the South","Hertford","Perquimans","North Carolina","League of the South","Neo-Confederate",2000,"Hertford, North Carolina"
"League of the South","Kinston","Lenoir","North Carolina","League of the South","Neo-Confederate",2000,"Kinston, North Carolina"
"League of the South","LaGrange","Troup","Georgia","League of the South","Neo-Confederate",2000,"LaGrange, Georgia"
"League of the South","Laurel","Jones","Mississippi","League of the South","Neo-Confederate",2000,"Laurel, Mississippi"
"League of the South","Lebanon","Marion","Kentucky","League of the South","Neo-Confederate",2000,"Lebanon, Kentucky"
"League of the South","Macon","Bibb","Georgia","League of the South","Neo-Confederate",2000,"Macon, Georgia"
"League of the South","Mayflower","Faulkner","Arkansas","League of the South","Neo-Confederate",2000,"Mayflower, Arkansas"
"League of the South","McDonough","Henry","Georgia","League of the South","Neo-Confederate",2000,"McDonough, Georgia"
"League of the South","Mendenhall","Simpson","Mississippi","League of the South","Neo-Confederate",2000,"Mendenhall, Mississippi"
"League of the South","Monroe","Ouachita","Louisiana","League of the South","Neo-Confederate",2000,"Monroe, Louisiana"
"League of the South","Montgomery","Montgomery","Alabama","League of the South","Neo-Confederate",2000,"Montgomery, Alabama"
"League of the South","Naples","Collier","Florida","League of the South","Neo-Confederate",2000,"Naples, Florida"
"League of the South","Niceville","Okaloosa","Florida","League of the South","Neo-Confederate",2000,"Niceville, Florida"
"League of the South","Panama City","Bay","Florida","League of the South","Neo-Confederate",2000,"Panama City, Florida"
"League of the South","Pasadena","Harris","Texas","League of the South","Neo-Confederate",2000,"Pasadena, Texas"
"League of the South","Pinopolis","Berkeley","South Carolina","League of the South","Neo-Confederate",2000,"Pinopolis, South Carolina"
"League of the South","River Ridge","Jefferson","Louisiana","League of the South","Neo-Confederate",2000,"River Ridge, Louisiana"
"League of the South","Salisbury","Rowan","North Carolina","League of the South","Neo-Confederate",2000,"Salisbury, North Carolina"
"League of the South","San Jose","Santa Clara","California","League of the South","Neo-Confederate",2000,"San Jose, California"
"League of the South","Savannah","Chatham","Georgia","League of the South","Neo-Confederate",2000,"Savannah, Georgia"
"League of the South","Selma","Dallas","Alabama","League of the South","Neo-Confederate",2000,"Selma, Alabama"
"League of the South","Shreveport","Caddo","Louisiana","League of the South","Neo-Confederate",2000,"Shreveport, Louisiana"
"League of the South","Silver Creek","Floyd","Georgia","League of the South","Neo-Confederate",2000,"Silver Creek, Georgia"
"League of the South","Spruce Pine","Franklin","Alabama","League of the South","Neo-Confederate",2000,"Spruce Pine, Alabama"
"League of the South","Staten Island","Richmond","New York","League of the South","Neo-Confederate",2000,"Staten Island, New York"
"League of the South","Statesboro","Bulloch","Georgia","League of the South","Neo-Confederate",2000,"Statesboro, Georgia"
"League of the South","Sumter","Sumter","South Carolina","League of the South","Neo-Confederate",2000,"Sumter, South Carolina"
"League of the South","Tallahassee","Leon","Florida","League of the South","Neo-Confederate",2000,"Tallahassee, Florida"
"League of the South","Tampa","Hillsborough","Florida","League of the South","Neo-Confederate",2000,"Tampa, Florida"
"League of the South",NA,"Tangipahoa","Louisiana","League of the South","Neo-Confederate",2000,"NA, Louisiana"
"League of the South","Thibodaux","Lafourche","Louisiana","League of the South","Neo-Confederate",2000,"Thibodaux, Louisiana"
"League of the South","Thomaston","Upson","Georgia","League of the South","Neo-Confederate",2000,"Thomaston, Georgia"
"League of the South","Tuscaloosa","Tuscaloosa","Alabama","League of the South","Neo-Confederate",2000,"Tuscaloosa, Alabama"
"League of the South","Tyler","Smith","Texas","League of the South","Neo-Confederate",2000,"Tyler, Texas"
"League of the South","Watauga","Tarrant","Texas","League of the South","Neo-Confederate",2000,"Watauga, Texas"
"League of the South","Wiggins","Stone","Mississippi","League of the South","Neo-Confederate",2000,"Wiggins, Mississippi"
"League of the South","Williamsburg","Williamsburg","Virginia","League of the South","Neo-Confederate",2000,"Williamsburg, Virginia"
"League of the South","York","Sumter","Alabama","League of the South","Neo-Confederate",2000,"York, Alabama"
"League of the South","Yulee","Nassau","Florida","League of the South","Neo-Confederate",2000,"Yulee, Florida"
"Liberty Bell Publications","Reedy","Roane","West Virginia","","Neo-Nazi",2000,"Reedy, West Virginia"
"Liberty Knights","Boonville","Warrick","Indiana","","Ku Klux Klan ",2000,"Boonville, Indiana"
"Lord's Work","Louisville","Jefferson","Kentucky","","Christian Identity ",2000,"Louisville, Kentucky"
"Melchizedek Vigilence","Denver","Denver","Colorado","","Christian Identity ",2000,"Denver, Colorado"
"Ministry of Christ Church","Mariposa","Mariposa","California","","Christian Identity ",2000,"Mariposa, California"
"Mission to Israel","Scottsbluff","Scotts Bluff","Nebraska","","Christian Identity ",2000,"Scottsbluff, Nebraska"
"Mississippi Royal Confederate Knights","Jackson","Hinds","Mississippi","","Ku Klux Klan ",2000,"Jackson, Mississippi"
"Mississippi White Knights of the KKK","Petal","Forrest","Mississippi","","Ku Klux Klan ",2000,"Petal, Mississippi"
"MSR Productions","Wheat Ridge","Jefferson","Colorado","","Hate Music ",2000,"Wheat Ridge, Colorado"
"Mystic Knights of the KKK","Dayton","Montgomery","Ohio","","Ku Klux Klan ",2000,"Dayton, Ohio"
"Mystic Knights of the KKK","Delaplane","Fauquier","Virginia","","Ku Klux Klan ",2000,"Delaplane, Virginia"
"NAAWP Florida Chapter Inc.","Jacksonville","Duval","Florida","","White Nationalist ",2000,"Jacksonville, Florida"
"Nation of Islam","Atlanta","Fulton","Georgia","Nation of Islam","",2000,"Atlanta, Georgia"
"Nation of Islam","Baltimore","Baltimore","Maryland","Nation of Islam","",2000,"Baltimore, Maryland"
"Nation of Islam","Birmingham","Jefferson","Alabama","Nation of Islam","",2000,"Birmingham, Alabama"
"Nation of Islam","Boston","Suffolk","Massachusetts","Nation of Islam","",2000,"Boston, Massachusetts"
"Nation of Islam","Charlotte","Mecklenburg","North Carolina","Nation of Islam","",2000,"Charlotte, North Carolina"
"Nation of Islam","Chicago","Cook","Illinois","Nation of Islam","",2000,"Chicago, Illinois"
"Nation of Islam","Dallas","Dallas","Texas","Nation of Islam","",2000,"Dallas, Texas"
"Nation of Islam","Detroit","Wayne","Michigan","Nation of Islam","",2000,"Detroit, Michigan"
"Nation of Islam","Durham","Durham","North Carolina","Nation of Islam","",2000,"Durham, North Carolina"
"Nation of Islam","Fort Lauderdale","Broward","Florida","Nation of Islam","",2000,"Fort Lauderdale, Florida"
"Nation of Islam","Greenville","Greenville","South Carolina","Nation of Islam","",2000,"Greenville, South Carolina"
"Nation of Islam","Houston","Harris","Texas","Nation of Islam","",2000,"Houston, Texas"
"Nation of Islam","Jackson","Hinds","Mississippi","Nation of Islam","",2000,"Jackson, Mississippi"
"Nation of Islam","Las Vegas","Clark","Nevada","Nation of Islam","",2000,"Las Vegas, Nevada"
"Nation of Islam","Los Angeles","Los Angeles","California","Nation of Islam","",2000,"Los Angeles, California"
"Nation of Islam","Memphis","Shelby","Tennessee","Nation of Islam","",2000,"Memphis, Tennessee"
"Nation of Islam","Miami","Miami-Dade","Florida","Nation of Islam","",2000,"Miami, Florida"
"Nation of Islam","Montgomery","Montgomery","Alabama","Nation of Islam","",2000,"Montgomery, Alabama"
"Nation of Islam","New Brunswick","Middlesex","New Jersey","Nation of Islam","",2000,"New Brunswick, New Jersey"
"Nation of Islam","New Orleans","Orleans","Louisiana","Nation of Islam","",2000,"New Orleans, Louisiana"
"Nation of Islam","New York","Queens","New York","Nation of Islam","",2000,"New York, New York"
"Nation of Islam","Newark","Essex","New Jersey","Nation of Islam","",2000,"Newark, New Jersey"
"Nation of Islam","Oakland","Alameda","California","Nation of Islam","",2000,"Oakland, California"
"Nation of Islam","Philadelphia","Philadelphia","Pennsylvania","Nation of Islam","",2000,"Philadelphia, Pennsylvania"
"Nation of Islam","Pittsburgh","Allegheny","Pennsylvania","Nation of Islam","",2000,"Pittsburgh, Pennsylvania"
"Nation of Islam","Richmond","Richmond","Virginia","Nation of Islam","",2000,"Richmond, Virginia"
"Nation of Islam","San Francisco","San Francisco","California","Nation of Islam","",2000,"San Francisco, California"
"Nation of Islam","St. Louis","St. Louis","Missouri","Nation of Islam","",2000,"St. Louis, Missouri"
"Nation of Islam","Washington","District of Columbia","District of Columbia","Nation of Islam","",2000,"Washington, District of Columbia"
"National Alliance","Alleghany","Sierra","California","National Alliance","Neo-Nazi",2000,"Alleghany, California"
"National Alliance","Atlanta","Fulton","Georgia","National Alliance","Neo-Nazi",2000,"Atlanta, Georgia"
"National Alliance","Austin","Travis","Texas","National Alliance","Neo-Nazi",2000,"Austin, Texas"
"National Alliance","Baltimore","Baltimore","Maryland","National Alliance","Neo-Nazi",2000,"Baltimore, Maryland"
"National Alliance","Benson","Johnston","North Carolina","National Alliance","Neo-Nazi",2000,"Benson, North Carolina"
"National Alliance","Boca Raton","Palm Beach","Florida","National Alliance","Neo-Nazi",2000,"Boca Raton, Florida"
"National Alliance","Boise","Ada","Idaho","National Alliance","Neo-Nazi",2000,"Boise, Idaho"
"National Alliance","Cape Cod","Barnstable","Massachusetts","National Alliance","Neo-Nazi",2000,"Cape Cod, Massachusetts"
"National Alliance","Charlotte","Mecklenburg","North Carolina","National Alliance","Neo-Nazi",2000,"Charlotte, North Carolina"
"National Alliance","Chicago","Cook","Illinois","National Alliance","Neo-Nazi",2000,"Chicago, Illinois"
"National Alliance","Cincinnati","Hamilton","Ohio","National Alliance","Neo-Nazi",2000,"Cincinnati, Ohio"
"National Alliance","Columbus","Franklin","Ohio","National Alliance","Neo-Nazi",2000,"Columbus, Ohio"
"National Alliance","Dahlonega","Lumpkin","Georgia","National Alliance","Neo-Nazi",2000,"Dahlonega, Georgia"
"National Alliance","Dallas","Dallas","Texas","National Alliance","Neo-Nazi",2000,"Dallas, Texas"
"National Alliance","Denver","Denver","Colorado","National Alliance","Neo-Nazi",2000,"Denver, Colorado"
"National Alliance","Elon","Alamance","North Carolina","National Alliance","Neo-Nazi",2000,"Elon, North Carolina"
"National Alliance","Fairless Hills","Bucks","Pennsylvania","National Alliance","Neo-Nazi",2000,"Fairless Hills, Pennsylvania"
"National Alliance","Fort Worth","Tarrant","Texas","National Alliance","Neo-Nazi",2000,"Fort Worth, Texas"
"National Alliance","Hagerstown","Washington","Maryland","National Alliance","Neo-Nazi",2000,"Hagerstown, Maryland"
"National Alliance","Hewitt","Passaic","New Jersey","National Alliance","Neo-Nazi",2000,"Hewitt, New Jersey"
"National Alliance","Hillsboro","Pocahontas","West Virginia","National Alliance","Neo-Nazi",2000,"Hillsboro, West Virginia"
"National Alliance","Houston","Harris","Texas","National Alliance","Neo-Nazi",2000,"Houston, Texas"
"National Alliance","Indianapolis","Marion","Indiana","National Alliance","Neo-Nazi",2000,"Indianapolis, Indiana"
"National Alliance","Keller","Tarrant","Texas","National Alliance","Neo-Nazi",2000,"Keller, Texas"
"National Alliance","Las Vegas","Clark","Nevada","National Alliance","Neo-Nazi",2000,"Las Vegas, Nevada"
"National Alliance","Little Rock","Pulaski","Arkansas","National Alliance","Neo-Nazi",2000,"Little Rock, Arkansas"
"National Alliance","Minneapolis","Hennepin","Minnesota","National Alliance","Neo-Nazi",2000,"Minneapolis, Minnesota"
"National Alliance","Nashville","Davidson","Tennessee","National Alliance","Neo-Nazi",2000,"Nashville, Tennessee"
"National Alliance","North Royalton","Cuyahoga","Ohio","National Alliance","Neo-Nazi",2000,"North Royalton, Ohio"
"National Alliance","Orlando","Orange","Florida","National Alliance","Neo-Nazi",2000,"Orlando, Florida"
"National Alliance","Parma","Cuyahoga","Ohio","National Alliance","Neo-Nazi",2000,"Parma, Ohio"
"National Alliance","Peekskill","Westchester","New York","National Alliance","Neo-Nazi",2000,"Peekskill, New York"
"National Alliance","Philadelphia","Philadelphia","Pennsylvania","National Alliance","Neo-Nazi",2000,"Philadelphia, Pennsylvania"
"National Alliance","Phoenix","Maricopa","Arizona","National Alliance","Neo-Nazi",2000,"Phoenix, Arizona"
"National Alliance","Pittsburgh","Allegheny","Pennsylvania","National Alliance","Neo-Nazi",2000,"Pittsburgh, Pennsylvania"
"National Alliance","Portage","Kalamazoo","Michigan","National Alliance","Neo-Nazi",2000,"Portage, Michigan"
"National Alliance","Raleigh","Wake","North Carolina","National Alliance","Neo-Nazi",2000,"Raleigh, North Carolina"
"National Alliance","Reading","Berks","Pennsylvania","National Alliance","Neo-Nazi",2000,"Reading, Pennsylvania"
"National Alliance","Reno","Washoe","Nevada","National Alliance","Neo-Nazi",2000,"Reno, Nevada"
"National Alliance","Sacramento","Sacramento","California","National Alliance","Neo-Nazi",2000,"Sacramento, California"
"National Alliance","Salt Lake City","Salt Lake","Utah","National Alliance","Neo-Nazi",2000,"Salt Lake City, Utah"
"National Alliance","Siler City","Chatham","North Carolina","National Alliance","Neo-Nazi",2000,"Siler City, North Carolina"
"National Alliance","Tampa","Hillsborough","Florida","National Alliance","Neo-Nazi",2000,"Tampa, Florida"
"National Alliance","Uniontown","Crawford","Arkansas","National Alliance","Neo-Nazi",2000,"Uniontown, Arkansas"
"National Association for the Advancement of White People","Amherst","Erie","New York","","White Nationalist ",2000,"Amherst, New York"
"National Association for the Advancement of White People","Belleville","Wayne","Michigan","","White Nationalist ",2000,"Belleville, Michigan"
"National Association for the Advancement of White People","Bryan","Brazos","Texas","","White Nationalist ",2000,"Bryan, Texas"
"National Association for the Advancement of White People","Callahan","Nassau","Florida","","White Nationalist ",2000,"Callahan, Florida"
"National Association for the Advancement of White People","Canton","Wayne","Michigan","","White Nationalist ",2000,"Canton, Michigan"
"National Association for the Advancement of White People","Childersburg","Talladega","Alabama","","White Nationalist ",2000,"Childersburg, Alabama"
"National Association for the Advancement of White People","Coeur d'Alene","Kootenai","Idaho","","White Nationalist ",2000,"Coeur d'Alene, Idaho"
"National Association for the Advancement of White People","Gibson","Gibson","Tennessee","","White Nationalist ",2000,"Gibson, Tennessee"
"National Association for the Advancement of White People","Grove City","Franklin","Ohio","","White Nationalist ",2000,"Grove City, Ohio"
"National Association for the Advancement of White People","Hartselle","Morgan","Alabama","","White Nationalist ",2000,"Hartselle, Alabama"
"National Association for the Advancement of White People","Honolulu","Honolulu","Hawaii","","White Nationalist ",2000,"Honolulu, Hawaii"
"National Association for the Advancement of White People","Jackson Heights","Queens","New York","","White Nationalist ",2000,"Jackson Heights, New York"
